# ABR CC CHANNEL SSIM
mpc cubic abc 0.9800680999999999
robust_mpc cubic nbc 0.902988125
mpc cubic fox 0.9854317499999999
robust_mpc cubic abc 0.9822851200000001
mpc cubic univision 0.9802393333333334
linear_bba bbr pbs 0.9859293170731706
mpc cubic pbs 0.9873454848484847
puffer_ttp_static bbr cbs 0.9856061063829785
robust_mpc cubic cbs 0.9726748571428571
pensieve cubic cbs 0.9610895
pensieve cubic abc 0.9868105256410254
mpc cubic univision 0.9783935625
robust_mpc cubic nbc 0.9779745000000001
robust_mpc cubic fox 0.9630095454545452
robust_mpc cubic abc 0.9625047
robust_mpc cubic univision 0.9789790909090909
robust_mpc cubic fox 0.9811263
robust_mpc cubic pbs 0.9884242741935483
robust_mpc cubic pbs 0.9881055454545457
mpc cubic fox 0.9816513888888889
linear_bba cubic cbs 0.96298125
linear_bba cubic fox 0.97170768
mpc bbr abc 0.988222375
mpc bbr fox 0.9766111428571428
linear_bba bbr cbs 0.931034
mpc bbr univision 0.983507
mpc bbr pbs 0.9889028888888889
linear_bba bbr nbc 0.9607057721518987
mpc bbr cbs 0.9794455869565218
mpc cubic abc 0.9863276666666668
mpc cubic nbc 0.940799
mpc cubic cbs 0.97689296875
pensieve cubic nbc 0.9462080963052696
pensieve bbr cbs 0.9373405714285713
pensieve bbr fox 0.9721577777777777
pensieve bbr abc 0.9831166363636364
pensieve bbr nbc 0.9367298333333333
mpc bbr nbc 0.9618156111111111
mpc cubic nbc 0.95647925
pensieve cubic cbs 0.9149550952380954
mpc cubic abc 0.9655315
mpc cubic fox 0.9831156
mpc bbr nbc 0.9733254814814816
mpc cubic univision 0.9842817500000001
mpc cubic pbs 0.9889238055555557
linear_bba bbr nbc 0.9649079004329005
pensieve cubic nbc 0.9221395555555555
pensieve bbr abc 0.9750537446808512
pensieve cubic abc 0.924258
pensieve cubic fox 0.9480666000000001
pensieve cubic pbs 0.9728913125
mpc bbr abc 0.9824958333333335
mpc bbr fox 0.9769766666666667
mpc bbr univision 0.9767093125
pensieve bbr pbs 0.9646610833333334
mpc bbr pbs 0.9869252500000001
mpc bbr fox 0.977053
mpc bbr abc 0.9825394284802044
pensieve bbr cbs 0.9543407083333332
mpc bbr cbs 0.8742453283582091
linear_bba bbr cbs 0.9699042258064516
puffer_ttp_static cubic cbs 0.955262
puffer_ttp_static cubic cbs 0.9629819333333335
pensieve bbr cbs 0.9463991428571429
pensieve bbr nbc 0.975483
linear_bba bbr pbs 0.9767550666666666
pensieve bbr abc 0.9822273333333333
pensieve bbr fox 0.9804619196428571
linear_bba bbr univision 0.9493303333333333
linear_bba bbr fox 0.9796691428571428
linear_bba bbr abc 0.9812448039215685
robust_mpc bbr cbs 0.9683138404074701
puffer_ttp_static bbr nbc 0.9872532500000001
mpc cubic cbs 0.9551146875000001
mpc cubic nbc 0.96164525
mpc cubic abc 0.9858644
mpc cubic fox 0.970293
mpc cubic univision 0.9832156666666666
mpc cubic pbs 0.9901721111111113
mpc cubic cbs 0.9713975833333334
linear_bba bbr pbs 0.97516925
linear_bba bbr cbs 0.951917117647059
puffer_ttp_static bbr cbs 0.9532874166666666
robust_mpc bbr cbs 0.8978671
robust_mpc bbr nbc 0.97437325
robust_mpc bbr abc 0.9856522222222223
robust_mpc bbr fox 0.9500200000000001
robust_mpc bbr univision 0.9556795
robust_mpc bbr pbs 0.9714074444444445
robust_mpc bbr nbc 0.968852
robust_mpc bbr cbs 0.857887
linear_bba bbr pbs 0.9882754137931036
mpc bbr cbs 0.960797078
puffer_ttp_static bbr nbc 0.9830132352941178
pensieve cubic cbs 0.9647826363636364
pensieve bbr univision 0.9804975238095239
robust_mpc cubic cbs 0.9721074441816461
mpc bbr fox 0.95341125
linear_bba bbr cbs 0.9849426857142857
mpc bbr cbs 0.9745526666666667
mpc bbr nbc 0.9792875
robust_mpc cubic cbs 0.9678959999999999
linear_bba cubic abc 0.982320732815302
robust_mpc cubic nbc 0.9405952222222224
linear_bba bbr fox 0.9835622666666668
puffer_ttp_static bbr cbs 0.87056625
puffer_ttp_static bbr nbc 0.9862219705882354
robust_mpc cubic cbs 0.8645702380952381
pensieve cubic cbs 0.9644245476190476
puffer_ttp_static bbr fox 0.984996125
linear_bba cubic cbs 0.9220519642857143
puffer_ttp_static bbr abc 0.984541076923077
puffer_ttp_static bbr nbc 0.9852368125
puffer_ttp_static bbr abc 0.98335525
puffer_ttp_static bbr fox 0.9879188064516128
puffer_ttp_static bbr cbs 0.9629112
puffer_ttp_static bbr cbs 0.9441782
puffer_ttp_static bbr pbs 0.9880509841269843
puffer_ttp_static bbr nbc 0.976611555298205
puffer_ttp_static bbr abc 0.9769118333333333
puffer_ttp_static bbr nbc 0.9815629999999999
puffer_ttp_static cubic cbs 0.9031233333333333
puffer_ttp_static bbr cbs 0.9415498571428572
puffer_ttp_static cubic univision 0.979759375
puffer_ttp_static cubic fox 0.986327125
puffer_ttp_static bbr nbc 0.9831609999999998
puffer_ttp_static cubic abc 0.9715432222222221
puffer_ttp_static cubic nbc 0.9800230000000001
puffer_ttp_static bbr abc 0.9807233333333334
puffer_ttp_static cubic cbs 0.9187850000000001
puffer_ttp_static cubic pbs 0.9808429999999998
puffer_ttp_static bbr fox 0.984237
puffer_ttp_static bbr abc 0.9794208823529411
puffer_ttp_static bbr cbs 0.9750390000000001
puffer_ttp_static bbr nbc 0.9826160555555555
puffer_ttp_static bbr abc 0.98048625
puffer_ttp_static bbr fox 0.9800501518987342
linear_bba bbr cbs 0.9720131851851852
linear_bba bbr abc 0.9721696031746032
puffer_ttp_static bbr fox 0.9851865555555555
puffer_ttp_static bbr abc 0.9756921538461539
pensieve cubic cbs 0.9532273684210526
puffer_ttp_static bbr nbc 0.9789972222222223
puffer_ttp_static cubic cbs 0.8949381666666666
puffer_ttp_static bbr cbs 0.9622415000000001
puffer_ttp_static bbr abc 0.9818679632829374
pensieve cubic nbc 0.9764144285714286
pensieve cubic abc 0.9812363000000002
pensieve cubic fox 0.9787937000000001
linear_bba cubic cbs 0.9659304444444445
linear_bba cubic nbc 0.9480866250000001
linear_bba cubic univision 0.9371152727272727
puffer_ttp_static cubic cbs 0.9639026923076923
pensieve cubic pbs 0.9891309117647059
linear_bba cubic pbs 0.9853649642857144
puffer_ttp_static cubic nbc 0.9418072000000001
puffer_ttp_static cubic abc 0.94724575
puffer_ttp_static cubic fox 0.9090073333333333
puffer_ttp_static cubic cbs 0.9880792941176471
puffer_ttp_static cubic univision 0.8369108000000001
pensieve cubic fox 0.9767842727272726
linear_bba cubic cbs 0.9690852631578948
linear_bba cubic nbc 0.91321775
linear_bba cubic abc 0.979098325
pensieve cubic abc 0.9778349999999999
pensieve cubic nbc 0.9747626666666668
puffer_ttp_static cubic nbc 0.97150225
pensieve cubic cbs 0.9843707500000001
puffer_ttp_static cubic abc 0.977064
puffer_ttp_static cubic fox 0.9771768235294118
linear_bba bbr nbc 0.9440134285714284
puffer_ttp_static cubic abc 0.9800606
linear_bba bbr cbs 0.9500794864864864
pensieve cubic fox 0.9743604285714286
pensieve cubic abc 0.9773697777777777
linear_bba cubic nbc 0.9575559615384616
pensieve cubic nbc 0.9763405000000001
pensieve cubic cbs 0.9730182285714286
puffer_ttp_static cubic cbs 0.9701338484848483
linear_bba bbr cbs 0.8633584285714286
linear_bba cubic abc 0.9780265625
linear_bba bbr fox 0.9811165430210324
mpc cubic pbs 0.983720625
mpc cubic cbs 0.9700674221311476
pensieve cubic nbc 0.9766144999999999
pensieve cubic abc 0.9864647777777777
pensieve cubic fox 0.9800835294117645
puffer_ttp_static cubic abc 0.9832566
puffer_ttp_static cubic nbc 0.9755113149606299
linear_bba cubic pbs 0.9836889999999998
pensieve bbr nbc 0.9769693333333334
pensieve bbr abc 0.9854957777777779
pensieve bbr fox 0.982202597826087
linear_bba cubic cbs 0.9541357417840376
robust_mpc bbr cbs 0.7314114545454546
robust_mpc bbr nbc 0.8532946666666666
robust_mpc bbr abc 0.9706518333333334
linear_bba cubic nbc 0.9317223461538462
pensieve bbr cbs 0.9572097352941176
robust_mpc bbr fox 0.908658125
robust_mpc bbr univision 0.8941123333333333
robust_mpc bbr cbs 0.7626967499999999
pensieve bbr nbc 0.9789428888888888
pensieve bbr abc 0.9765416666666668
pensieve bbr fox 0.9789956363636363
pensieve bbr univision 0.980098
pensieve bbr pbs 0.9896252307692307
puffer_ttp_static bbr cbs 0.9429892272727273
linear_bba bbr fox 0.9667746428571429
puffer_ttp_static bbr nbc 0.971870075
linear_bba bbr cbs 0.9455252260869563
mpc bbr nbc 0.9536806666666666
mpc bbr cbs 0.9424764
mpc bbr pbs 0.9880950625
robust_mpc bbr cbs 0.9009202307692307
mpc bbr cbs 0.9587632954545455
puffer_ttp_static cubic cbs 0.9737070310734462
robust_mpc bbr pbs 0.9869595999999999
robust_mpc bbr fox 0.9858347272727271
robust_mpc bbr cbs 0.8757466428571429
robust_mpc bbr abc 0.97560625
robust_mpc bbr nbc 0.972601
robust_mpc bbr cbs 0.9718324250503018
robust_mpc bbr nbc 0.953122476190476
robust_mpc bbr abc 0.9779644166666669
robust_mpc bbr fox 0.9566186666666666
robust_mpc bbr univision 0.909988
robust_mpc bbr pbs 0.9884429800569801
puffer_ttp_static cubic cbs 0.9756434285714286
puffer_ttp_static cubic nbc 0.968018
puffer_ttp_static cubic abc 0.9816374285714285
puffer_ttp_static cubic fox 0.9711405000000001
puffer_ttp_static cubic univision 0.978267
puffer_ttp_static cubic pbs 0.9877284285714285
puffer_ttp_static cubic abc 0.9858445
puffer_ttp_static cubic nbc 0.975648
mpc cubic cbs 0.9461932222222222
mpc cubic nbc 0.9565465
mpc cubic abc 0.9831508333333333
pensieve bbr cbs 0.7571805
pensieve bbr abc 0.971072967213115
linear_bba bbr pbs 0.9872385125
mpc cubic pbs 0.9818505
mpc cubic fox 0.9834713882352941
puffer_ttp_static bbr cbs 0.9481723333333334
pensieve bbr cbs 0.963494975
puffer_ttp_static bbr abc 0.9822700641666665
pensieve bbr fox 0.9405968947368422
pensieve bbr abc 0.9834482666666666
puffer_ttp_static bbr cbs 0.9757552
pensieve bbr fox 0.9840765555555555
puffer_ttp_static bbr nbc 0.9725663076923077
pensieve bbr univision 0.9852547999999999
pensieve bbr pbs 0.9900973636363637
pensieve bbr univision 0.960744
pensieve bbr pbs 0.9632823333333335
pensieve bbr cbs 0.9690178918918919
puffer_ttp_static bbr abc 0.9821238333333332
pensieve bbr abc 0.9495085000000001
pensieve bbr nbc 0.9297878439834025
puffer_ttp_static bbr fox 0.9760346
puffer_ttp_static bbr univision 0.9776668
puffer_ttp_static bbr pbs 0.9893471142857143
linear_bba bbr nbc 0.9652604021739132
mpc cubic univision 0.9833879200000001
pensieve bbr cbs 0.9759422247891456
puffer_ttp_static cubic cbs 0.8929804545454546
linear_bba bbr cbs 0.8886341249999999
robust_mpc bbr cbs 0.93611025
robust_mpc bbr nbc 0.9727972999999999
robust_mpc bbr abc 0.9815749166666666
robust_mpc bbr fox 0.9799379090909092
robust_mpc bbr univision 0.9811123333333334
robust_mpc bbr pbs 0.990045108108108
robust_mpc bbr cbs 0.9618597058823529
robust_mpc bbr nbc 0.975245
robust_mpc bbr abc 0.9870811999999999
robust_mpc bbr fox 0.9781857999999998
robust_mpc bbr univision 0.9787241250000001
robust_mpc bbr pbs 0.9905064166666667
robust_mpc cubic cbs 0.9215356923076924
robust_mpc cubic nbc 0.9706482857142857
robust_mpc cubic abc 0.9646433333333334
pensieve bbr cbs 0.8793916666666667
robust_mpc bbr abc 0.9798022036199096
pensieve bbr abc 0.97835475
robust_mpc cubic fox 0.9849856785714286
pensieve bbr nbc 0.9699249166666667
linear_bba bbr abc 0.9790142115384615
puffer_ttp_static bbr univision 0.9803198571428571
pensieve bbr cbs 0.9810719999999999
pensieve bbr abc 0.9620889999999999
puffer_ttp_static bbr pbs 0.990001875
pensieve bbr fox 0.9857575000000001
pensieve bbr univision 0.983864
pensieve bbr pbs 0.9903615
pensieve bbr cbs 0.9821120000000001
robust_mpc cubic pbs 0.9883264705882352
pensieve bbr nbc 0.97262
linear_bba cubic pbs 0.9832995789473684
robust_mpc cubic fox 0.9824367032967035
pensieve bbr cbs 0.967451090909091
puffer_ttp_static cubic pbs 0.9807223333333334
puffer_ttp_static cubic cbs 0.9720322857142858
puffer_ttp_static cubic nbc 0.9744170499999999
linear_bba cubic cbs 0.9714744285714286
puffer_ttp_static cubic nbc 0.9575865686274511
linear_bba cubic fox 0.9811176956521741
puffer_ttp_static cubic nbc 0.97570075
puffer_ttp_static cubic abc 0.9838961111111111
puffer_ttp_static cubic fox 0.9800082499999999
puffer_ttp_static cubic univision 0.9820670000000001
puffer_ttp_static cubic pbs 0.9869698464052289
puffer_ttp_static bbr cbs 0.9811624137931034
robust_mpc bbr cbs 0.9205608333333334
robust_mpc bbr nbc 0.9330378999999999
robust_mpc bbr abc 0.9562209629629629
pensieve bbr nbc 0.9354746666666666
puffer_ttp_static cubic cbs 0.9378403
pensieve cubic cbs 0.9674020660377358
robust_mpc bbr cbs 0.9586908181818181
puffer_ttp_static bbr nbc 0.962191
robust_mpc bbr nbc 0.9613681999999999
pensieve bbr cbs 0.9605565
robust_mpc bbr abc 0.9683626000000001
puffer_ttp_static bbr abc 0.974024
robust_mpc bbr fox 0.9812945714285712
puffer_ttp_static bbr fox 0.9630420000000001
pensieve bbr fox 0.94246875
puffer_ttp_static bbr pbs 0.9741696
robust_mpc bbr univision 0.9744785
robust_mpc bbr pbs 0.9774872222222223
robust_mpc bbr cbs 0.958035
puffer_ttp_static bbr cbs 0.7628025
puffer_ttp_static bbr nbc 0.9196620000000001
puffer_ttp_static cubic abc 0.9778644285714286
puffer_ttp_static bbr cbs 0.9219027599999999
pensieve bbr nbc 0.939009857142857
puffer_ttp_static cubic fox 0.9684306999999999
robust_mpc cubic abc 0.9758410000000001
robust_mpc cubic nbc 0.9571753333333333
robust_mpc cubic cbs 0.9484766
puffer_ttp_static cubic pbs 0.97650125
puffer_ttp_static cubic fox 0.9804145999999999
puffer_ttp_static cubic nbc 0.9531982467532467
linear_bba bbr cbs 0.9366031428571426
puffer_ttp_static cubic abc 0.9700878
mpc bbr abc 0.9607365714285713
puffer_ttp_static cubic cbs 0.9546291428571427
mpc bbr fox 0.9840502857142858
mpc bbr univision 0.963224
mpc bbr cbs 0.950089
puffer_ttp_static bbr nbc 0.959987
mpc bbr nbc 0.9755335858585858
puffer_ttp_static bbr abc 0.9579854444444444
mpc cubic cbs 0.9533879285714287
puffer_ttp_static cubic nbc 0.9775729620253165
puffer_ttp_static bbr fox 0.9443035
puffer_ttp_static bbr pbs 0.9818526842105262
puffer_ttp_static bbr fox 0.9470074
pensieve cubic nbc 0.91093
puffer_ttp_static bbr cbs 0.8493245
pensieve cubic cbs 0.9344279999999999
puffer_ttp_static bbr nbc 0.863077
puffer_ttp_static bbr abc 0.9741869166666669
pensieve bbr nbc 0.8806545
pensieve cubic nbc 0.9780903333333333
pensieve bbr abc 0.9708786666666668
pensieve cubic pbs 0.98474825
pensieve bbr fox 0.979869142857143
pensieve bbr univision 0.980005125
pensieve bbr pbs 0.9856044545454545
puffer_ttp_static bbr fox 0.958265
pensieve bbr cbs 0.96476332
robust_mpc bbr fox 0.9671235
robust_mpc bbr univision 0.9849037142857142
robust_mpc bbr fox 0.9826694444444445
robust_mpc bbr abc 0.9815848888888888
robust_mpc bbr fox 0.9839113749999999
robust_mpc bbr abc 0.9831877177033492
pensieve bbr cbs 0.8538523333333333
pensieve bbr nbc 0.9807375
pensieve bbr abc 0.9817104000000001
pensieve bbr fox 0.9853235
puffer_ttp_static cubic cbs 0.9501666881720431
pensieve bbr univision 0.9847236666666666
pensieve bbr pbs 0.9852055999999999
pensieve bbr nbc 0.9749134166666668
puffer_ttp_static bbr cbs 0.96285925
pensieve bbr abc 0.9853415555555556
pensieve bbr fox 0.9846284999999999
puffer_ttp_static bbr nbc 0.9717408888888889
puffer_ttp_static bbr abc 0.9836484999999999
puffer_ttp_static bbr fox 0.9851215
pensieve bbr nbc 0.9722040000000001
mpc bbr pbs 0.9837154
pensieve bbr cbs 0.9732472134831461
mpc bbr fox 0.9841122666666665
mpc bbr fox 0.9844305
mpc bbr cbs 0.926938
puffer_ttp_static bbr cbs 0.9737401347368421
mpc bbr fox 0.984451
mpc bbr cbs 0.798162
mpc bbr fox 0.9737856666666667
mpc bbr nbc 0.874973
mpc bbr cbs 0.9581155454545454
robust_mpc cubic cbs 0.942487
robust_mpc cubic nbc 0.96142325
robust_mpc cubic abc 0.9757744285714285
robust_mpc cubic fox 0.9870193333333334
robust_mpc cubic cbs 0.9718446111111112
robust_mpc cubic univision 0.9822206
mpc bbr nbc 0.929416
robust_mpc cubic pbs 0.9736281454545453
mpc bbr abc 0.9809127999999999
mpc bbr fox 0.9837405882352942
mpc bbr univision 0.9924694000000001
mpc bbr abc 0.984614
mpc bbr nbc 0.9241766
mpc bbr cbs 0.9539344629629629
puffer_ttp_static cubic fox 0.9443836818181818
robust_mpc bbr cbs 0.8458864545454545
mpc cubic cbs 0.708264
robust_mpc bbr nbc 0.8780746666666667
mpc cubic fox 0.972790909090909
robust_mpc bbr abc 0.9368212499999999
robust_mpc bbr fox 0.9197863333333333
linear_bba bbr fox 0.9621519363636364
puffer_ttp_static cubic pbs 0.955045
robust_mpc bbr univision 0.9490179999999998
robust_mpc bbr pbs 0.8884828888888889
puffer_ttp_static cubic cbs 0.9297309166666669
linear_bba bbr cbs 0.8726873333333334
pensieve bbr fox 0.9450741428571429
mpc bbr fox 0.951019
puffer_ttp_static cubic cbs 0.9808566249999999
puffer_ttp_static cubic cbs 0.9719148571428571
puffer_ttp_static bbr cbs 0.9437228
puffer_ttp_static bbr pbs 0.9889315555555555
puffer_ttp_static bbr pbs 0.9877411904761905
puffer_ttp_static bbr abc 0.9834592642424242
pensieve bbr fox 0.9480166
puffer_ttp_static cubic pbs 0.9898554285714285
puffer_ttp_static cubic nbc 0.9581116470588235
puffer_ttp_static bbr fox 0.9776293076923077
puffer_ttp_static bbr abc 0.9775868095238096
pensieve cubic pbs 0.9878778118811882
puffer_ttp_static bbr nbc 0.967586
puffer_ttp_static bbr abc 0.9821206
puffer_ttp_static bbr nbc 0.9747386923076922
puffer_ttp_static bbr cbs 0.9533329999999999
mpc bbr cbs 0.9489643333333334
puffer_ttp_static bbr nbc 0.9720409999999999
puffer_ttp_static cubic univision 0.9812907
puffer_ttp_static bbr abc 0.9784706363636363
puffer_ttp_static cubic fox 0.9593593230769231
mpc bbr nbc 0.9784979090909093
puffer_ttp_static bbr fox 0.9804822857142855
puffer_ttp_static bbr univision 0.9783928888888889
puffer_ttp_static bbr cbs 0.9634656333333333
puffer_ttp_static bbr pbs 0.9890620526315788
mpc bbr abc 0.976408
mpc bbr fox 0.9807082000000001
mpc bbr univision 0.9856973333333335
linear_bba bbr abc 0.9820337358490565
mpc bbr pbs 0.9880369999999999
linear_bba bbr pbs 0.9810505
linear_bba bbr cbs 0.9670291190476192
pensieve bbr cbs 0.8995025
puffer_ttp_static bbr cbs 0.9236985
pensieve bbr nbc 0.9355461999999999
puffer_ttp_static bbr cbs 0.9137728181818183
pensieve bbr fox 0.9747706666666667
pensieve bbr pbs 0.9885809999999999
pensieve bbr univision 0.9793727692307692
puffer_ttp_static bbr cbs 0.924596
puffer_ttp_static bbr nbc 0.9572486666666666
puffer_ttp_static bbr univision 0.9795156296296297
puffer_ttp_static bbr abc 0.9834471666666667
pensieve bbr fox 0.9224045
puffer_ttp_static bbr fox 0.9259485
puffer_ttp_static bbr abc 0.987625
mpc cubic cbs 0.9263935
mpc cubic nbc 0.9439105
mpc cubic abc 0.9777676666666667
mpc cubic fox 0.9701831272727275
puffer_ttp_static bbr pbs 0.9853965
puffer_ttp_static bbr univision 0.981439
puffer_ttp_static bbr fox 0.899921
puffer_ttp_static bbr abc 0.9768956666666666
puffer_ttp_static bbr nbc 0.872455
puffer_ttp_static bbr cbs 0.9617987283950618
pensieve bbr cbs 0.9797493636363637
pensieve bbr nbc 0.9741801666666667
pensieve bbr abc 0.9850161
pensieve bbr fox 0.9737588749999999
puffer_ttp_static bbr fox 0.9595441111111112
pensieve bbr pbs 0.9890421507537686
mpc cubic cbs 0.9356613333333333
mpc cubic nbc 0.920064
mpc cubic pbs 0.9708316666666666
linear_bba bbr univision 0.9803021263157892
mpc cubic abc 0.9707000000000001
mpc cubic nbc 0.9691147058823529
pensieve bbr cbs 0.9330715
pensieve bbr nbc 0.9749348527918781
puffer_ttp_static cubic cbs 0.9771824
robust_mpc cubic cbs 0.9608891111111111
puffer_ttp_static bbr abc 0.9806180000000001
puffer_ttp_static cubic pbs 0.9868528
puffer_ttp_static cubic fox 0.9757504285714286
puffer_ttp_static bbr nbc 0.9703132272727273
puffer_ttp_static cubic abc 0.983417909090909
puffer_ttp_static cubic nbc 0.9700770000000001
robust_mpc cubic nbc 0.9611250833333332
puffer_ttp_static cubic cbs 0.9826876086956521
robust_mpc cubic abc 0.9593780769230769
robust_mpc cubic fox 0.9350405
mpc cubic fox 0.9067520869565219
robust_mpc cubic univision 0.9155152
robust_mpc cubic pbs 0.9849974216589862
mpc bbr cbs 0.9653203953488373
pensieve bbr cbs 0.843623
mpc bbr cbs 0.9658886470588234
puffer_ttp_static cubic cbs 0.9556247142857143
puffer_ttp_static cubic fox 0.8301443333333333
puffer_ttp_static cubic abc 0.9652898333333334
puffer_ttp_static cubic nbc 0.9206063333333333
pensieve cubic cbs 0.9413534545454545
puffer_ttp_static cubic pbs 0.98738134375
puffer_ttp_static cubic cbs 0.8914956363636363
mpc bbr cbs 0.9255850999999999
linear_bba bbr cbs 0.9556664459459462
mpc bbr nbc 0.9752126000000001
pensieve cubic nbc 0.9760165000000001
pensieve cubic fox 0.9751043333333334
pensieve cubic univision 0.9898892222222221
pensieve cubic pbs 0.9890896
mpc bbr abc 0.9841780000000001
pensieve cubic abc 0.9837455294117646
mpc bbr fox 0.967721
mpc bbr univision 0.9875763000000001
puffer_ttp_static bbr cbs 0.9671067333333332
mpc bbr pbs 0.9885625263157894
pensieve cubic cbs 0.966812
robust_mpc bbr cbs 0.94641612
pensieve cubic nbc 0.9742592857142858
pensieve cubic abc 0.9847277333333332
mpc bbr univision 0.9824492916666667
robust_mpc bbr nbc 0.9738851428571429
robust_mpc bbr abc 0.9850733636363636
puffer_ttp_static bbr nbc 0.9725771714285714
robust_mpc bbr nbc 0.909877
robust_mpc bbr cbs 0.967436826923077
mpc bbr pbs 0.986773
mpc bbr fox 0.9815584747474748
linear_bba bbr cbs 0.957618
linear_bba bbr nbc 0.9421407142857144
puffer_ttp_static bbr nbc 0.9733173333333333
puffer_ttp_static bbr abc 0.9851116
linear_bba bbr abc 0.9729956363636364
puffer_ttp_static bbr fox 0.9846717999999999
linear_bba bbr fox 0.9686106923076923
puffer_ttp_static bbr cbs 0.973072782051282
linear_bba bbr univision 0.963994111111111
puffer_ttp_static bbr abc 0.9867661111111112
linear_bba bbr pbs 0.9839755714285714
puffer_ttp_static bbr fox 0.982786111111111
puffer_ttp_static bbr univision 0.9827162222222223
puffer_ttp_static bbr pbs 0.9873561875
linear_bba bbr univision 0.9744411333333335
puffer_ttp_static bbr nbc 0.9736738888888888
linear_bba bbr abc 0.9796419375000001
pensieve bbr cbs 0.9508623636363637
pensieve bbr fox 0.9810427272727273
pensieve bbr nbc 0.976492153846154
linear_bba bbr fox 0.9758302072072075
pensieve bbr abc 0.9847566666666666
pensieve bbr abc 0.984687
pensieve bbr nbc 0.97950275
pensieve bbr fox 0.9877138888888888
pensieve bbr cbs 0.9685579000000001
mpc cubic abc 0.977251484200085
pensieve bbr univision 0.983889
pensieve bbr pbs 0.9896302571428571
puffer_ttp_static cubic cbs 0.8922305714285715
puffer_ttp_static cubic nbc 0.892163
puffer_ttp_static cubic cbs 0.8425725
pensieve bbr nbc 0.9762508024691359
puffer_ttp_static cubic fox 0.8572776666666666
puffer_ttp_static cubic abc 0.975577
puffer_ttp_static cubic cbs 0.947532
puffer_ttp_static bbr cbs 0.9536524999999999
mpc bbr univision 0.9811294285714286
mpc bbr cbs 0.9718550000000001
puffer_ttp_static bbr abc 0.9769318337971725
mpc bbr nbc 0.964807
mpc bbr abc 0.9816799629629629
linear_bba bbr abc 0.9848985730659026
robust_mpc cubic cbs 0.8871579166666668
puffer_ttp_static cubic cbs 0.9244325
mpc bbr nbc 0.94741375
mpc bbr fox 0.94964625
puffer_ttp_static cubic nbc 0.9607140000000001
mpc bbr univision 0.98368175
mpc bbr pbs 0.9887852222222223
mpc cubic cbs 0.9104695
puffer_ttp_static cubic abc 0.9824103636363636
mpc cubic nbc 0.9668995
mpc bbr fox 0.9667435
mpc cubic abc 0.9822696363636364
mpc bbr pbs 0.9867581235955057
puffer_ttp_static cubic fox 0.974004
puffer_ttp_static cubic univision 0.985129357142857
mpc cubic pbs 0.9892975714285714
mpc cubic cbs 0.9435315999999998
robust_mpc bbr cbs 0.8847236
robust_mpc bbr univision 0.9592068571428575
puffer_ttp_static cubic pbs 0.9891297916666666
mpc cubic nbc 0.9731488333333331
mpc cubic abc 0.9846008803418804
puffer_ttp_static bbr cbs 0.966332304347826
robust_mpc bbr fox 0.8577670333333334
puffer_ttp_static cubic cbs 0.9738687644628099
puffer_ttp_static bbr nbc 0.9814804753451676
robust_mpc bbr abc 0.9044399999999998
robust_mpc bbr univision 0.9742007738317756
mpc bbr cbs 0.9816379444444445
linear_bba cubic cbs 0.9795676999999999
mpc bbr univision 0.9810368055555556
linear_bba cubic pbs 0.958836818181818
linear_bba cubic univision 0.9600116
linear_bba cubic fox 0.9508116666666666
linear_bba cubic abc 0.9716290000000001
linear_bba cubic nbc 0.9423247272727273
mpc cubic cbs 0.9777313333333333
linear_bba cubic cbs 0.9736681
linear_bba cubic cbs 0.9753297777777777
mpc cubic nbc 0.95999775
mpc bbr nbc 0.9742832000000001
mpc bbr fox 0.9749792093023253
mpc cubic abc 0.9831043333333332
mpc bbr abc 0.9875026666666665
mpc cubic fox 0.9510777499999999
mpc bbr fox 0.9739535
mpc bbr abc 0.98799625
mpc cubic pbs 0.9816353076923077
puffer_ttp_static bbr cbs 0.9769373461538462
mpc bbr nbc 0.9682536666666667
mpc bbr cbs 0.9811770000000001
puffer_ttp_static bbr cbs 0.9672181999999999
mpc bbr pbs 0.9851664444444445
mpc bbr univision 0.9821755555555556
mpc bbr pbs 0.984959625
mpc cubic cbs 0.9713821764705883
mpc bbr fox 0.976474625
puffer_ttp_static bbr nbc 0.965449875
mpc bbr pbs 0.9851801724137931
linear_bba cubic cbs 0.867641
puffer_ttp_static bbr abc 0.9892955
puffer_ttp_static bbr fox 0.9669636666666667
linear_bba cubic fox 0.8099776666666667
puffer_ttp_static bbr pbs 0.9838512500000001
puffer_ttp_static bbr fox 0.9607372
linear_bba cubic univision 0.9744238018018017
puffer_ttp_static bbr cbs 0.7821927000000001
robust_mpc cubic cbs 0.971035387755102
puffer_ttp_static bbr fox 0.9594001111111111
puffer_ttp_static bbr abc 0.9880999999999999
puffer_ttp_static bbr nbc 0.9697216666666666
puffer_ttp_static bbr univision 0.9673116
puffer_ttp_static bbr cbs 0.9647358230769232
mpc cubic nbc 0.9621516666666666
puffer_ttp_static bbr fox 0.9786876399341485
mpc cubic abc 0.983062
mpc bbr abc 0.98444725
puffer_ttp_static bbr pbs 0.9694770476190475
linear_bba cubic cbs 0.8533276000000001
linear_bba cubic nbc 0.9786928674698797
puffer_ttp_static cubic abc 0.9832025714285713
puffer_ttp_static cubic cbs 0.943166619047619
pensieve bbr cbs 0.9688315000000001
robust_mpc cubic cbs 0.8783877999999999
robust_mpc cubic nbc 0.9702837288135593
robust_mpc cubic cbs 0.9692908825503356
