# ABR CC PLAY REBUFFER
mpc cubic 169.146 0.0
mpc bbr 180.85 0.0
puffer_ttp_static cubic 13.849 0.0
puffer_ttp_static cubic 66.053 0.0
pensieve cubic 27.699 17.869
puffer_ttp_static bbr 59.827 0.0
mpc bbr 234.304 0.0
pensieve bbr 10.397 0.0
mpc cubic 10.941 0.0
pensieve bbr 1411.122 0.0
pensieve bbr 5.351 0.0
pensieve bbr 16.298 0.0
mpc cubic 36.279 0.0
pensieve bbr 933.894 0.0
puffer_ttp_static cubic 7.55 0.0
puffer_ttp_static cubic 9.153 0.0
mpc cubic 151.71 0.2570000000000001
puffer_ttp_static cubic 13.46 0.0
mpc cubic 4015.631 2.902
robust_mpc bbr 5.339 0.0
robust_mpc bbr 49.548 0.0
mpc cubic 135.243 0.0
pensieve bbr 68.232 0.0
robust_mpc bbr 7.742 0.0
robust_mpc bbr 56.944 0.0
mpc cubic 46.899 0.0
mpc cubic 52.506 0.0
mpc cubic 166.363 0.0
robust_mpc bbr 58.154 0.0
puffer_ttp_static cubic 3519.197 0.0
mpc cubic 28.5 0.0
mpc cubic 14.966 0.0
mpc cubic 18.036 0.0
mpc cubic 7.208 0.0
mpc cubic 108.294 0.0
mpc cubic 166.952 0.0
pensieve cubic 8.658 0.0
pensieve cubic 5.064 0.0
pensieve cubic 32.775 0.0
pensieve cubic 1157.264 0.0
robust_mpc cubic 70.488 0.0
pensieve cubic 17.153 0.0
pensieve cubic 8.379 0.0
pensieve cubic 12.53 0.0
pensieve cubic 70.457 0.0
robust_mpc cubic 17.241 0.0
mpc cubic 26.064 0.0
robust_mpc cubic 210.199 0.0
mpc cubic 5.682 0.0
mpc cubic 130.812 0.508
linear_bba bbr 45.293 0.0
linear_bba bbr 24.945 0.0
puffer_ttp_static cubic 269.513 0.0
linear_bba bbr 35.073 0.0
linear_bba bbr 49.469 0.0
puffer_ttp_static cubic 9.201 0.0
pensieve cubic 21.628 0.0
mpc cubic 37.734 0.0
puffer_ttp_static cubic 5.3 0.0
puffer_ttp_static cubic 7.85 0.0
pensieve cubic 16.431 0.0
mpc bbr 4680.786 0.0
linear_bba cubic 20.303 0.0
pensieve bbr 13.0 0.0
puffer_ttp_static bbr 332.79 0.0
linear_bba bbr 79.959 0.0
mpc cubic 27.555 0.0
pensieve bbr 7.211 0.0
puffer_ttp_static bbr 33095.322 0.0
linear_bba bbr 2313.639 0.0
linear_bba bbr 228.213 0.0
robust_mpc bbr 152.746 0.0
pensieve cubic 56.734 0.0
puffer_ttp_static cubic 53.201 0.0
robust_mpc bbr 5.7 0.0
robust_mpc bbr 29.072 0.0
pensieve cubic 97.157 0.0
robust_mpc bbr 6.252 0.0
robust_mpc bbr 9.997 0.0
robust_mpc bbr 96.516 0.0
robust_mpc bbr 1351.868 0.0
puffer_ttp_static cubic 1074.978 0.0
pensieve cubic 1651.164 0.0
robust_mpc cubic 6.994 0.0
robust_mpc cubic 31.225 0.0
robust_mpc cubic 19.152 0.0
robust_mpc cubic 28.253 0.0
linear_bba bbr 275.79 0.0
pensieve bbr 6.457 0.0
pensieve bbr 9.052 0.0
pensieve bbr 6.351 0.0
linear_bba cubic 12.292 0.0
linear_bba cubic 62.101 0.0
puffer_ttp_static bbr 11.9 0.0
puffer_ttp_static bbr 15987.826 0.0
pensieve cubic 22.894 0.0
linear_bba cubic 36.281 0.0
pensieve cubic 78.261 0.0
linear_bba cubic 250.812 0.0
linear_bba bbr 65.148 0.0
linear_bba bbr 21.655 0.0
linear_bba bbr 27.744 0.0
linear_bba bbr 440.384 0.0
linear_bba bbr 7.801 0.0
linear_bba bbr 61.052 0.0
linear_bba bbr 47.748 0.0
linear_bba bbr 31.952 0.0
robust_mpc bbr 791.942 0.0
linear_bba bbr 28.798 0.0
linear_bba bbr 50.771 0.0
mpc cubic 5.548 0.0
puffer_ttp_static cubic 91.387 0.0
mpc cubic 5.275 0.0
mpc cubic 5.014 0.0
linear_bba bbr 7.332 0.0
mpc cubic 220.114 0.0
linear_bba bbr 22.549 0.0
pensieve bbr 14.502 0.0
pensieve bbr 78.897 0.0
pensieve bbr 25.402 0.0
pensieve bbr 18.248 0.0
puffer_ttp_static cubic 68.753 0.0
linear_bba bbr 23.746 0.0
pensieve bbr 7.95 0.0
pensieve bbr 13.25 0.0
puffer_ttp_static cubic 1231.257 1.504
pensieve bbr 5.651 0.0
pensieve bbr 10.3 0.0
pensieve bbr 29.899 0.0
pensieve bbr 5.151 0.0
mpc cubic 6.493 0.0
mpc cubic 9.964 0.0
mpc bbr 12.637 0.0
mpc cubic 7.142 0.0
mpc cubic 10.599 0.0
mpc bbr 10.048 0.0
mpc bbr 6.279 0.0
mpc cubic 8.101 0.0
mpc cubic 4436.71 1.012
mpc bbr 7.01 0.0
mpc bbr 47.857 0.0
mpc bbr 10.785 0.0
mpc bbr 44.291 0.0
puffer_ttp_static cubic 8.912 0.0
puffer_ttp_static cubic 34.848 0.0
mpc bbr 60.629 0.0
mpc bbr 149.131 0.0
puffer_ttp_static cubic 12.675 0.0
mpc bbr 118.7 0.0
pensieve bbr 168.183 0.0
mpc bbr 7.099 0.0
mpc cubic 7.649 0.0
mpc bbr 42.055 0.0
mpc cubic 14.602 0.0
mpc bbr 5.772 0.0
mpc cubic 8487.28 162.407
mpc bbr 15.001 0.0
mpc cubic 11.407 0.0
mpc bbr 27.701 0.0
linear_bba cubic 12.649 0.0
mpc cubic 36.858 0.0
mpc cubic 37.885 0.0
mpc bbr 51.313 0.0
linear_bba cubic 59.352 0.0
pensieve bbr 7.904 0.0
mpc bbr 12.045 0.0
mpc bbr 19.704 0.0
pensieve bbr 6172.956 0.0
mpc bbr 93.102 0.0
mpc cubic 38.318 0.0
mpc bbr 3163.81 0.0
puffer_ttp_static bbr 5.082 0.0
puffer_ttp_static bbr 422.101 0.0
linear_bba cubic 123.349 0.0
mpc cubic 21.199 0.0
linear_bba cubic 41.05 0.0
mpc cubic 16.557 0.0
pensieve bbr 70.947 0.0
mpc bbr 18.45 0.0
linear_bba cubic 24.749 0.0
mpc bbr 236.405 0.0
linear_bba cubic 8.052 0.0
linear_bba cubic 42.951 0.0
mpc bbr 6.0 0.0
linear_bba cubic 261.748 0.0
mpc bbr 15.246 0.0
linear_bba cubic 12.301 0.0
mpc bbr 4524.198 0.0
linear_bba cubic 17.052 0.0
linear_bba cubic 99.452 0.0
mpc bbr 5.183 0.0
mpc bbr 11.006 0.0
mpc bbr 15.928 0.0
linear_bba cubic 6.57 0.0
linear_bba cubic 24.52 0.0
linear_bba cubic 12.453 0.0
mpc bbr 5.747 0.0
robust_mpc cubic 951.008 399.56600000000003
robust_mpc cubic 7.46 0.0
linear_bba cubic 6.207 0.0
mpc bbr 631.015 0.0
mpc bbr 6.949 0.0
puffer_ttp_static bbr 9.193 0.0
mpc bbr 17.498 0.0
puffer_ttp_static bbr 500.475 0.0
mpc bbr 5.5 0.0
linear_bba cubic 6.497 0.0
linear_bba cubic 7.914 0.0
linear_bba cubic 3969.983 0.0
mpc cubic 7.445 0.0
mpc cubic 19.653 0.0
linear_bba bbr 5.32 0.0
linear_bba bbr 7.01 0.0
linear_bba bbr 8.263 0.0
puffer_ttp_static bbr 39008.569 0.0
robust_mpc cubic 12.156 0.0
pensieve cubic 11.79 0.0
puffer_ttp_static bbr 40.781 0.0
linear_bba bbr 28.193 0.0
mpc bbr 10.75 0.0
puffer_ttp_static bbr 669.491 0.0
robust_mpc bbr 8.104 0.0
robust_mpc cubic 50.556 0.0
robust_mpc cubic 17.466 0.0
mpc cubic 21.866 0.0
linear_bba cubic 9.905 0.0
puffer_ttp_static bbr 67.884 0.0
puffer_ttp_static cubic 19.788 0.0
linear_bba cubic 53.942 0.0
puffer_ttp_static cubic 137.495 0.0
puffer_ttp_static cubic 43.799 0.0
robust_mpc cubic 1270.221 386.887
puffer_ttp_static cubic 7.8 0.0
puffer_ttp_static cubic 69.695 0.0
puffer_ttp_static cubic 5.003 0.0
robust_mpc cubic 7.549 0.0
robust_mpc cubic 137.349 0.0
pensieve cubic 6.698 0.0
linear_bba bbr 174.702 0.0
pensieve cubic 5.505 0.0
pensieve cubic 9545.126 0.0
puffer_ttp_static cubic 97.386 0.0
robust_mpc cubic 5.849 0.0
linear_bba cubic 20.548 0.0
robust_mpc cubic 20.448 0.0
linear_bba cubic 18.85 0.0
robust_mpc cubic 159.099 0.0
linear_bba cubic 40.008 0.0
puffer_ttp_static bbr 319.63 0.0
robust_mpc cubic 326.796 0.0
robust_mpc cubic 28.202 0.0
robust_mpc cubic 13.252 0.0
robust_mpc cubic 42.298 0.0
robust_mpc cubic 5.25 0.0
robust_mpc cubic 29.462 0.0
mpc cubic 26.305 0.0
robust_mpc cubic 36.249 0.0
mpc cubic 7.219 0.0
mpc cubic 3753.34 0.0
mpc cubic 67.085 0.0
pensieve bbr 8.34 0.0
linear_bba cubic 5144.654 0.0
mpc cubic 5.622 0.0
mpc cubic 5.235 0.0
mpc cubic 24.185 0.0
puffer_ttp_static bbr 151.905 0.0
mpc bbr 66.7 0.0
puffer_ttp_static cubic 18.379 0.0
linear_bba bbr 4138.527 1.049
linear_bba cubic 15.05 0.0
linear_bba cubic 17.493 0.0
puffer_ttp_static cubic 9586.848 0.0
linear_bba cubic 16.708 0.0
linear_bba cubic 54.448 0.0
linear_bba cubic 45.561 0.0
mpc cubic 13.897 0.0
mpc cubic 65.188 0.0
linear_bba cubic 8.403 0.0
pensieve bbr 2496.872 0.0
linear_bba cubic 41.06 0.0
puffer_ttp_static cubic 16.359 0.0
robust_mpc cubic 50.333 0.0
mpc cubic 151.024 0.0
mpc cubic 26.016 0.0
linear_bba cubic 49.717 0.0
pensieve cubic 6.595 0.0
linear_bba cubic 4053.486 0.0
robust_mpc bbr 18.183 0.0
robust_mpc bbr 118.447 0.0
mpc bbr 950.253 419.237
mpc cubic 9.606 0.0
mpc cubic 6.393 0.0
mpc cubic 555.864 0.0
linear_bba cubic 13.999 0.0
mpc bbr 2698.951 0.0
puffer_ttp_static bbr 15.551 0.0
linear_bba cubic 8.694 0.0
puffer_ttp_static bbr 339.588 0.0
puffer_ttp_static bbr 6.895 0.0
linear_bba bbr 12669.434 0.0
puffer_ttp_static bbr 7.1 0.0
linear_bba bbr 8.383 0.0
linear_bba bbr 7.894 0.0
linear_bba bbr 26.404 0.0
linear_bba bbr 9.246 0.0
linear_bba bbr 568.391 0.0
pensieve cubic 47.949 0.0
pensieve cubic 9.556 0.0
linear_bba bbr 7.394 0.0
pensieve cubic 67.561 0.0
linear_bba bbr 5.829 0.0
linear_bba bbr 5.719 0.0
linear_bba bbr 93.253 0.0
linear_bba bbr 7.913 0.0
linear_bba bbr 450.105 122.658
pensieve cubic 10.846 0.0
mpc bbr 6.623 0.0
pensieve cubic 7.749 0.0
pensieve cubic 51.458 0.0
mpc bbr 274.181 0.18000000000000016
pensieve cubic 53.557 0.0
pensieve cubic 5.377 0.0
pensieve cubic 12.85 0.0
pensieve cubic 135.909 0.0
puffer_ttp_static cubic 5.776 0.0
puffer_ttp_static cubic 23.388 0.0
puffer_ttp_static cubic 7.353 0.0
puffer_ttp_static cubic 5.8 0.0
puffer_ttp_static cubic 15.301 0.0
pensieve cubic 10.951 0.0
pensieve cubic 37.654 0.0
puffer_ttp_static cubic 13.247 0.0
pensieve cubic 16.553 0.0
puffer_ttp_static cubic 6.149 0.0
pensieve cubic 5.654 0.0
mpc bbr 13.189 0.0
puffer_ttp_static cubic 15.698 0.0
pensieve cubic 8.152 0.0
mpc bbr 5.34 0.0
pensieve cubic 178.403 0.0
mpc cubic 5721.049 56.37
mpc cubic 20.827 0.0
mpc bbr 5.59 0.0
puffer_ttp_static cubic 46.19 0.0
mpc bbr 50.849 0.0
mpc cubic 20.045 0.0
puffer_ttp_static cubic 5.247 0.0
puffer_ttp_static cubic 19.202 0.0
mpc cubic 1082.357 0.0
puffer_ttp_static cubic 5.285 0.0
puffer_ttp_static cubic 10.349 0.0
robust_mpc cubic 7.582 0.0
puffer_ttp_static cubic 9.451 0.0
puffer_ttp_static cubic 18.14 0.0
mpc bbr 26.138 0.0
puffer_ttp_static cubic 16.95 0.0
mpc bbr 63.46 0.0
puffer_ttp_static cubic 5.165 0.0
puffer_ttp_static cubic 5.721 0.0
pensieve bbr 369.078 157.419
robust_mpc cubic 7.399 0.0
robust_mpc cubic 9.204 0.0
robust_mpc cubic 555.956 0.0
mpc bbr 24.247 0.0
mpc bbr 5.101 0.0
pensieve cubic 11.126 0.0
mpc bbr 26.762 0.0
mpc bbr 7.101 0.0
robust_mpc cubic 30.703 0.0
mpc bbr 21.975 0.0
pensieve bbr 28.749 0.0
mpc bbr 105.371 0.0
mpc bbr 11.149 0.0
pensieve bbr 85.69 0.0
linear_bba cubic 8.9 0.0
robust_mpc cubic 41.752 0.0
mpc bbr 28.251 0.0
puffer_ttp_static cubic 12.344 0.0
puffer_ttp_static cubic 7.598 0.0
mpc bbr 13.996 0.0
puffer_ttp_static cubic 5.392 0.0
robust_mpc cubic 6.604 0.0
mpc bbr 43.858 0.0
puffer_ttp_static cubic 8.198 0.0
robust_mpc cubic 49.502 0.0
puffer_ttp_static cubic 6.34 0.0
puffer_ttp_static cubic 24.454 0.0
pensieve bbr 9.793 0.0
pensieve cubic 65.287 0.0
pensieve bbr 119.674 0.0
robust_mpc cubic 8.253 0.0
mpc bbr 5.751 0.0
pensieve cubic 6.149 0.0
mpc bbr 8.898 0.0
mpc bbr 16.981 0.0
mpc bbr 86.8 0.0
pensieve cubic 12.556 0.0
pensieve cubic 5.495 0.0
mpc cubic 9.849 0.0
pensieve cubic 15.1 0.0
pensieve cubic 5.634 0.0
pensieve cubic 7.504 0.0
pensieve cubic 66.445 0.0
mpc cubic 90.837 0.0
mpc cubic 6.766 0.0
puffer_ttp_static cubic 467.5 0.0
robust_mpc bbr 30.89 0.0
mpc cubic 18.98 0.0
mpc bbr 12.998 0.0
linear_bba cubic 6911.775 23.657999999999998
mpc cubic 2965.03 7.45
robust_mpc bbr 7.651 0.0
mpc bbr 10.099 0.0
pensieve cubic 8.445 0.0
mpc bbr 39.847 0.0
robust_mpc bbr 12.294 0.0
pensieve bbr 27.735 0.0
mpc cubic 1141.025 0.0
robust_mpc cubic 423.748 0.0
mpc bbr 7.902 0.0
puffer_ttp_static cubic 62.763 0.0
mpc bbr 883.604 0.0
puffer_ttp_static cubic 16.011 0.0
pensieve bbr 125.501 0.0
puffer_ttp_static cubic 5.516 0.0
mpc cubic 249.804 0.0
linear_bba cubic 12.95 0.0
puffer_ttp_static cubic 236.655 0.0
pensieve bbr 17.382 0.0
pensieve bbr 87.484 0.0
linear_bba cubic 4007.349 0.0
mpc cubic 34.069 0.0
linear_bba cubic 94.098 0.0
mpc bbr 10.53 0.0
mpc bbr 6.05 0.0
pensieve bbr 97.4 0.0
mpc bbr 8.55 0.0
pensieve bbr 12.211 0.0
mpc bbr 32.611 0.0
pensieve bbr 11.087 0.0
puffer_ttp_static bbr 43.935 0.0
pensieve bbr 156.038 0.0
mpc cubic 12.368 0.0
mpc cubic 14.193 0.0
linear_bba cubic 7.264 0.0
linear_bba cubic 8.598 0.0
puffer_ttp_static cubic 57.695 0.0
mpc cubic 177.751 0.0
robust_mpc cubic 5.798 0.0
robust_mpc cubic 22.109 0.0
robust_mpc cubic 307.724 0.0
puffer_ttp_static cubic 5.204 0.0
robust_mpc cubic 6.077 0.0
robust_mpc cubic 13.697 0.0
pensieve bbr 22.546 0.0
puffer_ttp_static cubic 49.722 0.0
mpc cubic 39.902 0.0
mpc bbr 8.632 0.0
mpc cubic 8.001 0.0
mpc cubic 5.399 0.0
robust_mpc bbr 12.502 0.0
mpc cubic 7.999 0.0
mpc cubic 7838.33 0.0
mpc cubic 30.899 0.0
mpc cubic 1070.815 0.0
pensieve bbr 68.713 0.0
puffer_ttp_static cubic 429.599 0.0
linear_bba cubic 9.354 0.0
puffer_ttp_static bbr 35.068 0.0
linear_bba cubic 19.498 0.0
linear_bba cubic 6.052 0.0
pensieve bbr 10.73 0.0
linear_bba cubic 5.356 0.0
linear_bba cubic 10.971 0.0
pensieve bbr 72.612 0.0
linear_bba cubic 25.752 0.0
pensieve bbr 8.8 0.0
pensieve bbr 6.993 0.0
pensieve bbr 87.468 0.0
puffer_ttp_static cubic 36.405 0.0
robust_mpc cubic 135.552 0.0
robust_mpc bbr 712.874 0.0
mpc cubic 8.099 0.0
pensieve bbr 95.889 0.0
pensieve bbr 12.859 0.0
pensieve bbr 31.753 0.0
pensieve bbr 10.603 0.0
puffer_ttp_static cubic 116.849 0.0
pensieve bbr 7.869 0.0
pensieve bbr 47.589 0.0
pensieve bbr 17.964 0.0
robust_mpc cubic 5.596 0.0
linear_bba cubic 5.053 0.0
mpc cubic 10.256 0.0
robust_mpc cubic 45.182 0.0
linear_bba cubic 3748.396 0.0
pensieve bbr 36.557 0.0
mpc cubic 15.073 0.0
pensieve bbr 24.191 0.0
mpc cubic 46.817 0.0
pensieve bbr 2348.956 0.0
puffer_ttp_static cubic 483.845 0.0
pensieve bbr 16.913 0.0
pensieve bbr 10.392 0.0
mpc cubic 9.244 0.0
pensieve bbr 10.656 0.0
puffer_ttp_static cubic 9.151 0.0
mpc cubic 18.402 0.0
puffer_ttp_static cubic 11.409 0.0
pensieve bbr 162.209 0.0
puffer_ttp_static cubic 18.352 0.0
mpc cubic 6.103 0.0
puffer_ttp_static cubic 241.596 0.0
robust_mpc bbr 97.764 1.448
mpc cubic 32.605 0.0
robust_mpc bbr 9.501 0.0
robust_mpc bbr 42.153 0.0
mpc cubic 32.453 0.0
puffer_ttp_static cubic 19.883 0.0
puffer_ttp_static cubic 26.13 0.0
robust_mpc bbr 7.433 0.0
robust_mpc bbr 23.462 0.0
mpc cubic 30.205 0.0
puffer_ttp_static cubic 225.249 0.0
pensieve bbr 228.26 0.0
puffer_ttp_static cubic 844.673 0.0
robust_mpc bbr 42.84 0.0
robust_mpc bbr 475.593 0.0
puffer_ttp_static cubic 23.911 0.0
puffer_ttp_static cubic 25.706 0.0
puffer_ttp_static cubic 23.575 0.0
puffer_ttp_static cubic 77.2 0.0
puffer_ttp_static cubic 75.717 0.0
puffer_ttp_static cubic 76.799 0.0
puffer_ttp_static cubic 17.083 0.0
puffer_ttp_static cubic 15.754 0.0
puffer_ttp_static cubic 53.637 0.0
pensieve bbr 14.654 0.0
puffer_ttp_static cubic 215.634 0.0
pensieve bbr 12.244 0.0
mpc bbr 153.698 0.0
pensieve cubic 103.088 0.0
puffer_ttp_static cubic 69.065 0.0
puffer_ttp_static cubic 47.354 0.0
robust_mpc bbr 496.961 0.0
puffer_ttp_static bbr 6.057 0.0
puffer_ttp_static cubic 243.195 0.0
puffer_ttp_static bbr 11.435 0.0
puffer_ttp_static cubic 12.133 0.0
puffer_ttp_static bbr 8.604 0.0
puffer_ttp_static cubic 5.47 0.0
puffer_ttp_static bbr 30.805 0.0
puffer_ttp_static cubic 12.009 0.0
mpc cubic 32.606 0.0
puffer_ttp_static cubic 20.399 0.0
pensieve cubic 115.322 0.0
robust_mpc bbr 11.544 0.0
puffer_ttp_static bbr 14.048 0.0
puffer_ttp_static bbr 6.997 0.0
robust_mpc bbr 7.581 0.0
robust_mpc bbr 15.272 0.0
puffer_ttp_static bbr 21.247 0.0
puffer_ttp_static cubic 22.898 0.0
puffer_ttp_static bbr 15.349 0.0
mpc bbr 167.995 0.0
mpc cubic 5.751 0.0
robust_mpc bbr 17.627 0.0
mpc cubic 6.342 0.0
pensieve cubic 4615.838 0.0
puffer_ttp_static cubic 13.611 0.0
puffer_ttp_static cubic 265.61 0.0
pensieve cubic 10.601 0.0
mpc cubic 76.093 0.0
puffer_ttp_static bbr 5.805 0.0
robust_mpc bbr 18.361 0.0
puffer_ttp_static cubic 51.228 0.0
pensieve cubic 24.953 0.0
robust_mpc cubic 8.099 0.0
puffer_ttp_static bbr 742.649 0.0
robust_mpc bbr 8.88 0.0
robust_mpc cubic 87.353 0.0
mpc cubic 5.346 0.0
pensieve cubic 1321.799 0.0
pensieve cubic 7.293 0.0
mpc cubic 8.841 0.0
pensieve cubic 9.656 0.0
puffer_ttp_static cubic 19.527 0.0
pensieve cubic 71.996 0.0
pensieve cubic 51.097 0.0
mpc cubic 16.701 0.0
puffer_ttp_static cubic 88.887 0.0
linear_bba cubic 857.867 0.0
robust_mpc bbr 1373.032 0.0
mpc cubic 9.799 0.0
mpc cubic 29.51 0.0
robust_mpc cubic 294.26 0.0
pensieve cubic 23.65 0.0
mpc cubic 54.302 0.0
puffer_ttp_static cubic 362.541 0.0
mpc bbr 5.347 0.0
mpc bbr 1105.226 0.0
pensieve cubic 59.001 0.0
puffer_ttp_static cubic 40.097 0.0
mpc cubic 46.498 0.0
puffer_ttp_static cubic 11.736 0.0
pensieve cubic 133.002 0.20000000000000007
puffer_ttp_static cubic 10.021 0.0
puffer_ttp_static cubic 96.857 0.0
mpc cubic 14.75 0.0
mpc cubic 9.551 0.0
mpc cubic 1453.16 0.0
puffer_ttp_static cubic 29.424 0.0
puffer_ttp_static cubic 967.685 0.0
robust_mpc bbr 397.808 0.0
robust_mpc cubic 191.902 0.0
robust_mpc cubic 45.015 0.0
robust_mpc cubic 322.263 0.0
puffer_ttp_static cubic 8.393 0.0
pensieve bbr 6.032 0.0
pensieve bbr 71.343 0.0
pensieve bbr 35.103 0.0
pensieve bbr 642.707 0.0
robust_mpc cubic 450.865 0.0
puffer_ttp_static bbr 529.185 0.0
pensieve bbr 1073.453 0.0
mpc bbr 8.454 0.0
mpc bbr 7.062 0.0
mpc bbr 108.344 0.0
robust_mpc bbr 7.852 0.0
robust_mpc bbr 386.48 0.0
puffer_ttp_static cubic 85.188 0.0
linear_bba cubic 29.848 0.0
pensieve bbr 11.646 0.0
pensieve bbr 32.395 0.0
robust_mpc bbr 19.397 0.0
robust_mpc bbr 93.494 0.0
pensieve bbr 8.648 0.0
puffer_ttp_static cubic 46.651 0.0
mpc bbr 983.458 0.0
pensieve bbr 7.5 0.0
pensieve bbr 8.6 0.0
mpc cubic 21.051 0.0
puffer_ttp_static cubic 47.253 0.0
puffer_ttp_static bbr 320.179 0.0
puffer_ttp_static cubic 33.301 0.0
mpc bbr 117.196 0.0
puffer_ttp_static cubic 6.1 0.0
puffer_ttp_static cubic 17.15 0.0
pensieve bbr 53.043 0.0
pensieve bbr 18.663 0.0
pensieve bbr 10.437 0.0
robust_mpc cubic 29.749 0.0
puffer_ttp_static bbr 1695.1 0.0
pensieve bbr 20.22 0.0
robust_mpc bbr 47.501 0.0
pensieve cubic 19.19 0.0
pensieve bbr 7.095 0.0
pensieve bbr 1378.13 0.0
puffer_ttp_static bbr 73.553 0.0
pensieve cubic 7.243 0.0
puffer_ttp_static bbr 28.048 0.0
pensieve bbr 64.049 0.0
robust_mpc bbr 16.814 0.0
robust_mpc bbr 35.898 0.0
robust_mpc bbr 9.889 0.0
puffer_ttp_static cubic 16.274 0.0
robust_mpc bbr 5.397 0.0
robust_mpc bbr 8.376 0.0
robust_mpc bbr 30.4 0.0
puffer_ttp_static cubic 37.671 0.0
robust_mpc bbr 5.403 0.0
robust_mpc bbr 8.45 0.0
robust_mpc bbr 12.054 0.0
robust_mpc bbr 138.992 0.0
robust_mpc bbr 3668.938 0.0
pensieve cubic 5.655 0.0
pensieve cubic 11.559 0.0
pensieve cubic 25.166 0.0
linear_bba cubic 5.084 0.0
linear_bba cubic 542.076 0.0
puffer_ttp_static bbr 10.327 0.0
pensieve cubic 200.031 0.0
puffer_ttp_static bbr 159.503 0.0
puffer_ttp_static bbr 17.105 0.0
mpc cubic 3832.521 0.0
puffer_ttp_static bbr 10327.38 13.974
robust_mpc cubic 1816.598 0.0
linear_bba cubic 5.893 0.0
robust_mpc cubic 6.997 0.0
robust_mpc cubic 399.858 0.0
robust_mpc cubic 6.101 0.0
robust_mpc cubic 5.303 0.0
puffer_ttp_static bbr 8.146 0.0
linear_bba bbr 5.638 0.0
pensieve bbr 34.248 0.0
mpc cubic 54.395 0.0
robust_mpc bbr 156.048 0.0
pensieve bbr 8.001 0.0
robust_mpc bbr 7.115 0.0
pensieve bbr 17.602 0.0
robust_mpc bbr 5.996 0.0
mpc cubic 7.701 0.0
pensieve bbr 15.151 0.0
mpc cubic 50.644 0.0
pensieve bbr 50.749 0.0
robust_mpc bbr 27.814 0.0
puffer_ttp_static cubic 36.827 0.0
robust_mpc bbr 7.091 0.0
mpc cubic 131.645 0.0
pensieve bbr 13.251 0.0
robust_mpc cubic 236.7 0.0
pensieve bbr 117.904 0.0
robust_mpc bbr 1436.694 0.0
robust_mpc cubic 43.383 0.0
pensieve bbr 16.306 0.0
pensieve bbr 14.909 0.0
pensieve bbr 12.661 0.0
puffer_ttp_static cubic 19.343 0.0
robust_mpc cubic 31.99 0.0
robust_mpc cubic 52.64 0.0
puffer_ttp_static cubic 20.991 0.0
pensieve bbr 16.16 0.0
pensieve bbr 49.748 0.0
linear_bba cubic 9.25 0.0
pensieve bbr 7.398 0.0
puffer_ttp_static cubic 5.947 0.0
mpc cubic 36.999 0.0
pensieve bbr 34.48 0.0
pensieve bbr 121.234 0.0
puffer_ttp_static cubic 130.096 0.0
linear_bba cubic 5.458 0.0
linear_bba cubic 152.853 0.0
puffer_ttp_static bbr 237.897 0.0
pensieve bbr 6.652 0.0
linear_bba bbr 22.104 0.0
pensieve bbr 482.453 0.0
mpc cubic 32191.544 0.0
pensieve bbr 22.371 0.0
linear_bba bbr 56.788 0.0
pensieve cubic 15.86 0.0
robust_mpc bbr 9.751 0.0
pensieve cubic 16.147 0.0
robust_mpc bbr 6.353 0.0
pensieve bbr 13.258 0.0
robust_mpc bbr 19.55 0.0
pensieve bbr 5.3 0.0
pensieve cubic 12.301 0.0
pensieve bbr 40.249 0.0
robust_mpc bbr 27.303 0.0
pensieve cubic 1122.36 0.0
robust_mpc bbr 71.404 0.0
pensieve bbr 5.66 0.0
pensieve bbr 358.41 0.0
robust_mpc cubic 78.533 0.0
pensieve cubic 44.938 0.0
robust_mpc bbr 20.504 0.0
mpc bbr 1163.518 0.0
linear_bba bbr 7.699 0.0
linear_bba bbr 32.988 0.0
robust_mpc cubic 11.448 0.0
robust_mpc cubic 1297.423 0.0
linear_bba bbr 40.049 0.0
mpc bbr 356.34 10.857
linear_bba bbr 75.898 0.0
mpc bbr 5.87 0.0
robust_mpc cubic 19.407 0.0
robust_mpc cubic 14.172 0.0
linear_bba bbr 180.997 0.0
robust_mpc cubic 53.729 0.0
pensieve bbr 103.514 0.0
robust_mpc cubic 8.669 0.0
robust_mpc cubic 36.947 0.0
mpc bbr 5.501 0.0
mpc bbr 68.826 0.0
pensieve bbr 56.121 0.0
pensieve bbr 266.387 0.0
linear_bba bbr 500.348 0.0
puffer_ttp_static bbr 21.666 0.0
pensieve bbr 14.027 0.0
puffer_ttp_static bbr 27.537 0.0
pensieve bbr 28.956 0.0
pensieve cubic 7.139 0.0
pensieve bbr 7.503 0.0
pensieve cubic 393.642 0.0
mpc cubic 65.295 0.0
puffer_ttp_static bbr 50.951 0.0
pensieve bbr 7.29 0.0
pensieve bbr 187.895 0.0
linear_bba bbr 8.35 0.0
pensieve bbr 34.425 0.0
puffer_ttp_static bbr 180.274 0.0
linear_bba bbr 366.699 0.0
mpc cubic 455.167 0.0
robust_mpc cubic 5.924 0.0
linear_bba cubic 2710.722 0.0
pensieve bbr 7.759 0.0
pensieve bbr 24.015 0.0
pensieve bbr 2620.415 0.0
puffer_ttp_static bbr 50.8 0.0
puffer_ttp_static bbr 27.24 0.0
puffer_ttp_static bbr 54.902 0.0
puffer_ttp_static bbr 113.111 0.0
puffer_ttp_static bbr 6994.923 0.0
linear_bba bbr 5.796 0.0
