# ABR CC PLAY REBUFFER
puffer_ttp_static bbr 559.055 0.0
robust_mpc cubic 23.719 0.0
pensieve cubic 258.346 0.0
mpc cubic 27.953 0.0
pensieve bbr 18.641 0.0
puffer_ttp_static cubic 12.407 0.0
robust_mpc cubic 212.579 29.252000000000002
mpc cubic 123.154 0.0
puffer_ttp_static cubic 319.598 0.0
pensieve bbr 106.641 40.51
puffer_ttp_static bbr 105.985 0.0
mpc cubic 183.255 0.0
pensieve bbr 191.602 0.0
pensieve bbr 10.59 0.0
puffer_ttp_static bbr 64.85 0.0
pensieve bbr 303.752 0.0
puffer_ttp_static bbr 170.505 0.0
robust_mpc cubic 17.862 0.0
pensieve cubic 6.447 0.0
puffer_ttp_static bbr 247.411 0.0
pensieve cubic 245.547 0.0
robust_mpc cubic 234.593 0.3490000000000002
linear_bba cubic 81.421 0.0
mpc cubic 166.494 0.0
robust_mpc cubic 162.245 0.0
pensieve bbr 11.256 0.0
puffer_ttp_static cubic 146.65 0.0
pensieve bbr 9.699 0.0
pensieve bbr 142.956 0.0
linear_bba cubic 20.795 0.3999999999999999
pensieve bbr 132.602 0.0
pensieve bbr 128.345 0.0
puffer_ttp_static cubic 5.95 0.0
puffer_ttp_static bbr 45.632 0.0
puffer_ttp_static bbr 5.454 0.0
puffer_ttp_static cubic 113.028 1.651
pensieve cubic 111.703 0.0
linear_bba cubic 110.653 10.606
puffer_ttp_static bbr 104.986 0.0
puffer_ttp_static cubic 104.449 0.0
mpc cubic 74.385 1.505
linear_bba bbr 68.301 0.0
puffer_ttp_static bbr 67.5 0.0
robust_mpc bbr 60.414 0.0
mpc bbr 31.414 0.24200000000000002
mpc cubic 5.204 0.0
mpc cubic 8.498 0.0
linear_bba cubic 7.933 0.0
linear_bba cubic 7.467 0.0
linear_bba cubic 7.371 0.0
linear_bba cubic 7.822 0.0
linear_bba cubic 7.565 0.0
linear_bba cubic 7.884 0.0
linear_bba cubic 7.758 0.0
linear_bba cubic 6.983 0.0
linear_bba cubic 7.438 0.0
linear_bba cubic 7.262 0.0
linear_bba cubic 7.451 0.0
linear_bba cubic 7.148 0.0
linear_bba cubic 7.492 0.0
linear_bba cubic 6.99 0.0
linear_bba cubic 7.581 0.0
linear_bba cubic 6.403 0.0
linear_bba cubic 6.987 0.0
linear_bba cubic 7.149 0.0
linear_bba cubic 7.09 0.0
linear_bba cubic 6.005 0.0
linear_bba cubic 7.191 0.0
linear_bba cubic 7.352 0.0
linear_bba cubic 7.433 0.0
linear_bba cubic 7.553 0.0
linear_bba cubic 7.403 0.0
linear_bba cubic 7.712 0.0
linear_bba cubic 7.375 0.0
linear_bba cubic 7.442 0.0
linear_bba cubic 7.491 0.0
linear_bba cubic 7.543 0.0
linear_bba cubic 7.453 0.0
linear_bba bbr 8.048 0.0
linear_bba cubic 7.099 0.0
linear_bba cubic 6.24 0.0
linear_bba cubic 7.633 0.0
linear_bba bbr 6.981 0.0
linear_bba bbr 7.901 0.0
linear_bba cubic 7.138 0.0
linear_bba bbr 7.922 0.0
linear_bba cubic 7.327 0.0
linear_bba bbr 8.05 0.0
linear_bba cubic 7.208 0.0
linear_bba cubic 7.154 0.0
linear_bba bbr 8.046 0.0
linear_bba bbr 7.649 0.0
linear_bba bbr 7.7 0.0
linear_bba cubic 7.221 0.0
linear_bba bbr 7.849 0.0
linear_bba bbr 8.103 0.0
linear_bba bbr 6.83 0.0
linear_bba bbr 6.465 0.0
linear_bba bbr 7.006 0.0
linear_bba bbr 7.779 0.0
linear_bba cubic 7.126 0.0
linear_bba bbr 7.702 0.0
linear_bba cubic 7.233 0.0
linear_bba bbr 6.944 0.0
linear_bba bbr 7.0 0.0
linear_bba cubic 6.983 0.0
linear_bba bbr 7.076 0.0
linear_bba cubic 7.151 0.0
linear_bba bbr 7.7 0.0
linear_bba bbr 8.003 0.0
linear_bba cubic 7.028 0.0
linear_bba bbr 6.846 0.0
mpc cubic 6.7 0.0
linear_bba bbr 7.858 0.0
linear_bba cubic 6.812 0.0
linear_bba bbr 7.079 0.0
linear_bba bbr 8.07 0.0
linear_bba cubic 6.8 0.0
linear_bba bbr 5.996 0.0
linear_bba bbr 7.501 0.0
linear_bba bbr 7.906 0.0
linear_bba bbr 6.742 0.0
linear_bba bbr 7.843 0.0
linear_bba bbr 6.887 0.0
linear_bba bbr 7.997 0.0
linear_bba bbr 6.839 0.0
linear_bba bbr 7.636 0.0
linear_bba bbr 6.737 0.0
mpc cubic 6.65 0.0
linear_bba cubic 7.281 0.0
linear_bba bbr 6.674 0.0
linear_bba bbr 6.732 0.0
linear_bba bbr 7.598 0.0
linear_bba bbr 7.7 0.0
linear_bba bbr 7.452 0.0
linear_bba cubic 6.828 0.0
mpc cubic 6.009 0.0
mpc cubic 5.846 0.0
linear_bba bbr 7.52 0.0
linear_bba bbr 6.656 0.0
linear_bba cubic 6.833 0.0
linear_bba bbr 7.651 0.0
linear_bba cubic 7.074 0.0
linear_bba bbr 7.636 0.0
mpc cubic 5.017 0.0
mpc cubic 6.351 0.0
mpc cubic 6.437 0.0
mpc cubic 5.837 0.0
linear_bba bbr 6.359 0.0
mpc cubic 6.049 0.0
mpc bbr 8.498 0.0
mpc cubic 6.132 0.0
mpc cubic 5.745 0.0
mpc cubic 5.684 0.0
linear_bba bbr 6.597 0.0
mpc cubic 5.716 0.0
mpc cubic 5.853 0.0
mpc cubic 6.23 0.0
linear_bba bbr 7.35 0.0
mpc cubic 5.842 0.0
mpc cubic 5.609 0.0
mpc bbr 6.997 0.0
linear_bba bbr 7.25 0.0
mpc bbr 8.066 0.0
linear_bba bbr 7.293 0.0
mpc bbr 7.691 0.0
mpc cubic 5.596 0.0
mpc bbr 8.302 0.0
mpc bbr 5.014 0.0
mpc bbr 8.156 0.0
mpc bbr 7.953 0.0
linear_bba cubic 5.996 0.0
mpc bbr 8.246 0.0
mpc bbr 8.178 0.0
mpc bbr 7.55 0.0
mpc bbr 7.615 0.0
mpc bbr 8.016 0.0
mpc bbr 7.385 0.0
mpc cubic 6.105 0.0
mpc bbr 7.68 0.0
mpc cubic 5.498 0.0
mpc bbr 7.844 0.0
mpc bbr 7.047 0.0
mpc cubic 5.455 0.0
mpc bbr 8.041 0.0
mpc bbr 8.048 0.0
linear_bba cubic 6.556 0.0
robust_mpc cubic 8.253 0.0
mpc bbr 7.998 0.0
mpc bbr 8.14 0.0
mpc bbr 7.851 0.0
robust_mpc cubic 8.439 0.0
mpc bbr 7.446 0.0
mpc bbr 7.239 0.0
robust_mpc cubic 8.65 0.0
robust_mpc cubic 8.946 0.0
robust_mpc cubic 8.188 0.0
mpc cubic 5.124 0.0
linear_bba bbr 6.827 0.0
mpc bbr 6.997 0.0
linear_bba bbr 5.851 0.0
mpc cubic 5.299 0.0
mpc bbr 7.089 0.0
mpc bbr 6.502 0.0
linear_bba cubic 5.414 0.0
linear_bba bbr 5.28 0.0
linear_bba cubic 3462.252 0.0
linear_bba cubic 43.497 0.0
linear_bba cubic 5.002 0.0
linear_bba cubic 3575.037 257.998
linear_bba cubic 3550.204 0.0
linear_bba bbr 6624.938 0.0
linear_bba cubic 19.925 0.0
linear_bba bbr 113.386 0.0
linear_bba cubic 6625.461 0.0
linear_bba cubic 4564.495 16.329
mpc cubic 1241.653 0.0
mpc cubic 49.302 0.0
mpc bbr 296.057 0.0
robust_mpc cubic 824.172 0.0
robust_mpc bbr 92.02 0.0
linear_bba cubic 18.649 0.0
puffer_ttp_static cubic 4807.049 0.0
linear_bba cubic 2536.65 0.0
linear_bba cubic 360.658 0.0
mpc cubic 3746.552 1.2759999999999998
robust_mpc cubic 687.799 0.0
mpc bbr 357.444 0.0
mpc cubic 876.393 4.405
mpc bbr 47.596 0.0
robust_mpc cubic 2809.68 0.0
puffer_ttp_static cubic 3470.76 138.024
mpc bbr 468.318 0.9019999999999999
linear_bba bbr 5707.973 0.0
linear_bba cubic 13.107 0.0
linear_bba bbr 314.667 0.0
robust_mpc cubic 3324.739 0.0
pensieve cubic 3726.675 0.0
linear_bba cubic 3716.896 13.251
pensieve cubic 45.401 1.5500000000000003
linear_bba cubic 2047.719 4.1499999999999995
linear_bba cubic 5314.921 0.0
puffer_ttp_static bbr 8.646 0.0
robust_mpc cubic 1162.184 0.0
pensieve cubic 14.343 1.552
puffer_ttp_static bbr 3393.195 8.050999999999998
mpc bbr 4443.528 0.0
linear_bba cubic 1094.574 21.105
robust_mpc cubic 37.784 3.547999999999999
linear_bba bbr 1553.788 590.543
mpc bbr 7.9 0.0
robust_mpc cubic 3472.633 0.0
pensieve cubic 1198.672 0.0
pensieve cubic 4867.729 0.0
mpc cubic 4375.234 0.0
linear_bba cubic 2545.098 0.0
robust_mpc bbr 30.853 0.0
pensieve cubic 570.939 0.0
mpc cubic 3481.471 0.0
pensieve cubic 3493.085 0.0
linear_bba bbr 3323.642 77.71799999999999
puffer_ttp_static bbr 611.155 0.0
puffer_ttp_static bbr 5333.235 0.0
puffer_ttp_static bbr 1602.483 0.0
mpc cubic 11.0 0.0
puffer_ttp_static bbr 3350.068 0.0
mpc cubic 3637.675 0.0
robust_mpc bbr 10.286 0.0
robust_mpc bbr 6607.845 0.0
mpc cubic 475.22 0.0
linear_bba cubic 116.993 0.0
pensieve cubic 6604.873 0.0
mpc bbr 44.351 1.0010000000000001
linear_bba cubic 19.043 0.0
linear_bba cubic 4807.142 23.385
pensieve bbr 2277.982 0.0
pensieve cubic 170.348 0.0
robust_mpc cubic 63.269 0.0
mpc bbr 3320.891 5.1259999999999994
robust_mpc bbr 1272.448 0.0
robust_mpc cubic 3283.134 0.0
pensieve cubic 8.85 0.0
mpc cubic 3475.62 0.0
puffer_ttp_static cubic 46.1 0.0
mpc cubic 9.251 0.0
pensieve bbr 6.538 0.0
puffer_ttp_static bbr 3642.35 0.0
robust_mpc bbr 6.298 0.0
mpc cubic 29.368 0.0
puffer_ttp_static bbr 3498.433 0.0
pensieve bbr 9.686 0.0
pensieve cubic 3375.681 0.0
mpc bbr 9.741 0.0
mpc cubic 3276.534 1.5509999999999997
mpc cubic 1293.212 0.0
robust_mpc bbr 23.059 0.0
pensieve bbr 22.709 0.0
puffer_ttp_static cubic 3540.504 0.0
puffer_ttp_static bbr 3574.867 0.0
robust_mpc bbr 158.686 0.0
robust_mpc cubic 6.65 0.0
mpc bbr 10.549 0.0
linear_bba cubic 8.95 0.0
puffer_ttp_static cubic 8.046 0.0
pensieve cubic 5043.671 0.0
mpc cubic 3486.725 1.0090000000000001
pensieve bbr 1817.738 0.0
linear_bba bbr 3503.542 0.0
linear_bba bbr 11.598 0.0
robust_mpc cubic 2458.544 0.0
linear_bba bbr 3001.665 0.0
puffer_ttp_static bbr 3887.665 0.0
robust_mpc cubic 1043.488 432.24399999999997
puffer_ttp_static cubic 11.802 0.0
mpc bbr 2066.859 0.0
puffer_ttp_static cubic 4245.859 0.0
linear_bba bbr 3455.217 0.0
mpc bbr 13.807 0.0
linear_bba cubic 3393.833 0.0
puffer_ttp_static cubic 2407.296 0.0
robust_mpc bbr 13.736 0.0
linear_bba cubic 32.873 0.0
robust_mpc cubic 4331.894 0.0
pensieve bbr 2473.786 1.701
puffer_ttp_static bbr 3566.914 3.45
robust_mpc bbr 67.598 0.0
robust_mpc bbr 680.692 0.0
robust_mpc bbr 3292.174 0.0
pensieve bbr 6.244 0.0
mpc cubic 971.734 0.0
mpc bbr 3565.266 0.0
puffer_ttp_static cubic 6557.479 5.013
robust_mpc cubic 1238.939 0.0
mpc bbr 8.504 0.8009999999999999
mpc cubic 6554.14 12.544
mpc cubic 2644.706 0.0
linear_bba bbr 12.692 0.0
mpc bbr 336.074 0.0
mpc bbr 303.246 0.0
mpc bbr 186.447 0.0
linear_bba bbr 4036.212 0.0
mpc bbr 4227.919 0.0
puffer_ttp_static cubic 168.268 0.0
pensieve cubic 357.757 0.0
mpc bbr 3616.556 0.0
linear_bba bbr 3318.51 0.30100000000000005
puffer_ttp_static bbr 209.938 0.0
mpc bbr 25.876 0.0
mpc bbr 397.112 0.0
puffer_ttp_static bbr 3291.843 0.0
pensieve bbr 3417.982 0.0
robust_mpc bbr 31.82 0.0
mpc bbr 4706.562 377.911
pensieve cubic 3646.61 0.0
pensieve bbr 4682.283 0.0
robust_mpc cubic 3285.012 0.0
mpc cubic 3261.421 0.0
linear_bba bbr 390.396 0.0
linear_bba cubic 5294.185 0.7989999999999999
mpc bbr 3198.862 0.0
pensieve cubic 3270.793 0.0
robust_mpc cubic 7.7 0.0
mpc bbr 25.1 0.0
robust_mpc cubic 37.986 0.0
pensieve bbr 39.439 0.0
robust_mpc cubic 36.737 0.0
pensieve cubic 6.594 0.0
mpc cubic 90.617 1.1509999999999998
robust_mpc cubic 2268.175 0.0
robust_mpc bbr 9.946 0.0
puffer_ttp_static cubic 3935.54 0.0
puffer_ttp_static cubic 2242.992 0.0
pensieve cubic 35.431 0.0
mpc bbr 3385.225 79.571
mpc cubic 5048.023 0.0
pensieve cubic 4505.577 0.0
puffer_ttp_static cubic 4227.958 0.0
linear_bba cubic 15.779 0.0
pensieve cubic 8.411 0.0
robust_mpc bbr 83.993 0.0
mpc cubic 42.596 0.0
pensieve bbr 3165.262 0.0
robust_mpc cubic 5.19 0.0
pensieve cubic 3352.056 0.0
linear_bba bbr 8.7 0.0
linear_bba cubic 11.06 0.0
robust_mpc cubic 884.34 0.0
linear_bba bbr 30.102 0.0
puffer_ttp_static bbr 405.037 0.0
robust_mpc bbr 4803.339 0.0
linear_bba bbr 8.2 0.0
linear_bba bbr 3364.722 0.0
puffer_ttp_static bbr 146.697 0.0
pensieve bbr 5.477 0.0
robust_mpc cubic 898.272 0.0
pensieve cubic 36.922 0.0
linear_bba cubic 3678.26 0.0
linear_bba bbr 3346.956 0.0
pensieve cubic 3391.778 0.0
mpc cubic 26.389 0.0
pensieve bbr 96.896 0.0
robust_mpc bbr 1553.257 0.0
puffer_ttp_static cubic 36.065 0.0
mpc cubic 29.954 0.0
mpc cubic 6.156 0.0
robust_mpc cubic 5.359 0.0
robust_mpc cubic 69.687 0.0
robust_mpc cubic 3606.464 0.0
linear_bba bbr 4079.347 0.0
mpc cubic 4266.312 0.0
pensieve cubic 3278.516 0.0
pensieve bbr 405.553 14.949000000000002
mpc cubic 68.737 10.352
pensieve cubic 410.724 0.0
mpc bbr 135.399 0.0
linear_bba cubic 31.538 0.0
mpc cubic 168.049 2.5489999999999995
puffer_ttp_static bbr 1180.431 0.0
linear_bba cubic 59.541 0.0
robust_mpc cubic 604.597 0.0
linear_bba bbr 2355.341 0.0
mpc bbr 31.802 0.0
mpc bbr 3296.88 0.0
mpc cubic 757.443 0.0
mpc cubic 3179.037 0.0
pensieve cubic 1095.812 0.0
pensieve bbr 5.009 0.0
pensieve bbr 68.289 0.0
puffer_ttp_static bbr 2229.647 0.0
pensieve bbr 749.205 0.0
mpc cubic 35.706 0.0
puffer_ttp_static cubic 2990.377 0.0
robust_mpc bbr 7.431 0.0
linear_bba bbr 2997.101 0.0
robust_mpc cubic 3032.107 0.0
puffer_ttp_static bbr 3167.548 0.0
linear_bba cubic 717.218 0.0
mpc bbr 139.994 0.0
puffer_ttp_static bbr 3142.063 0.0
pensieve bbr 3054.512 0.0
linear_bba cubic 3019.783 0.0
mpc bbr 6.754 0.0
pensieve cubic 7.55 0.0
puffer_ttp_static bbr 91.587 0.0
puffer_ttp_static cubic 1646.959 0.0
pensieve cubic 45.356 0.0
mpc bbr 7.913 0.0
pensieve bbr 181.842 0.0
linear_bba bbr 4182.418 0.0
puffer_ttp_static bbr 10.994 0.0
pensieve bbr 352.063 0.0
puffer_ttp_static bbr 195.752 0.0
mpc cubic 3502.199 0.0
robust_mpc cubic 187.192 103.06099999999999
mpc cubic 14.527 0.0
pensieve cubic 45.601 0.0
mpc bbr 312.553 0.0
mpc cubic 53.945 0.0
mpc cubic 5.946 0.0
mpc cubic 28.75 0.0
puffer_ttp_static bbr 6.365 0.0
linear_bba bbr 18.684 0.0
puffer_ttp_static bbr 11.358 0.0
robust_mpc bbr 42.056 0.0
mpc cubic 2361.142 0.0
puffer_ttp_static bbr 3061.147 0.0
pensieve cubic 28.647 0.0
pensieve bbr 12.336 0.0
mpc bbr 17.648 0.0
linear_bba bbr 2853.185 12.15
mpc bbr 528.398 0.0
linear_bba bbr 582.002 0.0
pensieve bbr 136.059 0.0
mpc cubic 486.83 12.101
puffer_ttp_static bbr 511.179 0.0
mpc bbr 11.55 0.0
robust_mpc bbr 15.288 0.0
pensieve cubic 78.007 0.0
pensieve bbr 1842.961 0.0
mpc cubic 4464.315 18.613
mpc bbr 2797.292 0.0
linear_bba bbr 37.258 0.0
mpc cubic 1416.343 0.0
mpc cubic 504.614 1.001
robust_mpc bbr 2928.859 0.0
pensieve cubic 39.899 0.0
puffer_ttp_static bbr 3626.701 0.0
pensieve cubic 29.101 0.0
puffer_ttp_static bbr 37.53 0.0
linear_bba bbr 1078.312 0.0
robust_mpc cubic 3351.683 1.101
mpc cubic 31.471 0.0
robust_mpc cubic 182.182 0.0
pensieve cubic 987.189 0.0
linear_bba cubic 5336.338 0.0
mpc bbr 2673.001 0.0
linear_bba bbr 414.236 6.8
linear_bba bbr 2965.431 0.0
pensieve bbr 14.998 0.0
mpc cubic 5.035 0.0
mpc bbr 25.819 13.704
mpc cubic 37.639 0.0
pensieve bbr 57.099 0.0
puffer_ttp_static bbr 18.309 0.0
mpc bbr 1053.559 561.464
puffer_ttp_static bbr 19.329 0.0
pensieve bbr 738.962 0.0
puffer_ttp_static bbr 436.95 0.0
puffer_ttp_static bbr 104.545 0.0
pensieve bbr 355.641 0.0
puffer_ttp_static bbr 11.29 0.0
mpc bbr 1208.06 0.0
pensieve bbr 7.642 0.0
pensieve cubic 19.024 0.0
puffer_ttp_static bbr 2667.865 16.098
pensieve bbr 4050.612 0.0
mpc cubic 1905.567 75.95
mpc bbr 30.36 0.0
puffer_ttp_static bbr 155.794 0.0
robust_mpc cubic 7.952 0.0
linear_bba cubic 3007.095 262.207
pensieve cubic 125.446 0.0
robust_mpc cubic 2760.761 5.781000000000001
mpc bbr 200.679 0.0
puffer_ttp_static bbr 190.59 0.0
robust_mpc cubic 2763.117 196.121
linear_bba bbr 2859.573 0.0
pensieve bbr 2098.569 0.0
pensieve cubic 7.146 0.0
pensieve cubic 5.496 0.0
mpc bbr 2450.471 0.0
puffer_ttp_static cubic 5.262 0.0
robust_mpc bbr 16.949 0.0
robust_mpc cubic 34.26 0.8499999999999999
robust_mpc bbr 209.776 0.0
pensieve bbr 2945.7 0.0
pensieve bbr 4180.963 0.0
robust_mpc bbr 2481.078 0.0
puffer_ttp_static bbr 123.498 0.0
robust_mpc bbr 5.5 0.0
robust_mpc bbr 78.517 0.0
pensieve bbr 228.845 0.0
mpc cubic 346.061 47.521
robust_mpc bbr 1453.974 0.0
puffer_ttp_static bbr 20.75 0.0
robust_mpc cubic 9.766 0.0
pensieve bbr 6.201 0.0
mpc bbr 31.556 0.0
robust_mpc cubic 5.879 0.0
mpc cubic 3758.365 0.0
linear_bba cubic 89.493 0.0
puffer_ttp_static bbr 67.759 0.0
puffer_ttp_static bbr 2467.793 0.0
puffer_ttp_static bbr 393.26 0.0
mpc bbr 683.122 0.0
puffer_ttp_static bbr 887.998 0.0
mpc bbr 32.667 0.0
pensieve bbr 7.025 0.0
puffer_ttp_static bbr 2317.908 0.0
pensieve bbr 9.922 0.0
pensieve bbr 6.648 0.0
linear_bba bbr 395.846 0.0
linear_bba cubic 11.195 0.0
pensieve bbr 6.274 0.0
mpc bbr 137.29 0.0
pensieve bbr 10.771 0.0
pensieve bbr 5.845 0.0
robust_mpc cubic 2421.645 397.969
pensieve bbr 18.022 0.0
linear_bba cubic 144.603 0.0
mpc bbr 3477.039 0.0
puffer_ttp_static bbr 36.885 0.0
puffer_ttp_static cubic 5.125 0.0
pensieve bbr 2743.261 0.0
linear_bba cubic 6.745 0.0
robust_mpc cubic 28.889 0.0
puffer_ttp_static cubic 370.277 21.900000000000002
linear_bba cubic 6.503 0.0
pensieve bbr 400.897 0.0
linear_bba cubic 1220.564 0.0
puffer_ttp_static bbr 360.162 0.0
mpc cubic 4054.622 0.0
mpc cubic 2286.626 0.0
mpc cubic 22.308 0.0
mpc cubic 20.727 0.0
robust_mpc cubic 6.254 0.0
linear_bba cubic 90.108 5.299000000000001
puffer_ttp_static cubic 1711.886 13.283999999999999
pensieve bbr 11.499 0.0
robust_mpc cubic 63.842 0.0
pensieve bbr 1447.824 0.0
mpc bbr 36.803 0.0
mpc cubic 17.232 0.0
mpc cubic 5.5 0.0
mpc cubic 50.866 0.0
puffer_ttp_static bbr 952.863 0.0
pensieve bbr 12.354 0.0
pensieve bbr 11.538 0.0
puffer_ttp_static cubic 4525.587 0.0
pensieve bbr 5.911 0.0
robust_mpc bbr 14.071 0.0
pensieve bbr 61.413 0.0
pensieve bbr 11.05 0.0
pensieve bbr 2321.53 0.0
linear_bba cubic 114.395 0.0
robust_mpc bbr 5358.776 0.0
puffer_ttp_static cubic 699.635 0.0
mpc cubic 2326.886 147.476
puffer_ttp_static cubic 1531.745 21.818
linear_bba bbr 36.514 0.0
robust_mpc bbr 5325.657 0.0
robust_mpc bbr 43.506 0.0
robust_mpc bbr 8.127 0.0
pensieve bbr 95.701 0.0
puffer_ttp_static bbr 260.854 0.0
robust_mpc cubic 17.486 0.0
pensieve cubic 127.207 0.0
puffer_ttp_static cubic 95.424 0.0
linear_bba bbr 7.964 0.0
pensieve bbr 47.861 0.0
linear_bba bbr 2190.637 0.0
mpc bbr 406.019 0.0
mpc cubic 50.95 28.253
pensieve bbr 40.951 0.0
mpc cubic 67.095 0.20099999999999996
pensieve bbr 103.587 0.0
puffer_ttp_static bbr 1041.971 0.0
robust_mpc bbr 48.506 0.0
pensieve bbr 4674.3 0.0
puffer_ttp_static bbr 64.845 0.0
robust_mpc bbr 65.58 0.0
pensieve bbr 2807.383 0.0
puffer_ttp_static bbr 6.08 0.0
puffer_ttp_static cubic 5.951 0.0
pensieve bbr 54.399 0.0
puffer_ttp_static bbr 5209.968 52.052
puffer_ttp_static cubic 956.332 0.0
mpc cubic 29.393 19.102
robust_mpc bbr 157.526 0.0
mpc cubic 11.845 0.0
pensieve cubic 28.26 0.0
linear_bba bbr 1152.349 0.0
linear_bba bbr 11.206 0.0
robust_mpc bbr 37.52 0.0
pensieve bbr 5164.402 0.0
robust_mpc bbr 664.981 0.0
linear_bba bbr 10.949 0.0
puffer_ttp_static cubic 218.524 0.0
puffer_ttp_static bbr 916.396 0.0
robust_mpc bbr 101.855 0.0
pensieve bbr 32.742 0.0
linear_bba bbr 202.898 0.0
pensieve bbr 51.981 0.0
linear_bba bbr 377.35 0.0
robust_mpc bbr 234.716 0.0
mpc bbr 5.5 0.0
pensieve bbr 46.74 0.0
mpc bbr 19.001 0.0
puffer_ttp_static cubic 1100.149 5.372999999999999
robust_mpc bbr 38.308 0.0
puffer_ttp_static bbr 21.332 0.0
linear_bba cubic 1891.826 0.0
puffer_ttp_static bbr 35.648 0.0
puffer_ttp_static bbr 14.75 0.0
pensieve bbr 46.446 0.0
pensieve bbr 10.845 0.0
robust_mpc bbr 21.099 0.0
pensieve bbr 29.286 0.0
puffer_ttp_static bbr 29.481 0.0
robust_mpc bbr 1616.163 626.372
robust_mpc bbr 18.346 0.0
puffer_ttp_static bbr 177.4 0.0
robust_mpc bbr 471.587 0.0
robust_mpc bbr 92.952 0.0
pensieve bbr 102.25 0.0
puffer_ttp_static bbr 1301.319 0.0
pensieve cubic 2470.146 0.0
puffer_ttp_static bbr 30.003 0.0
pensieve bbr 5.287 0.0
pensieve bbr 33.919 0.0
puffer_ttp_static bbr 1251.628 0.0
robust_mpc cubic 43.222 0.0
robust_mpc bbr 15.898 0.0
puffer_ttp_static cubic 66.296 0.0
linear_bba bbr 1795.912 0.0
puffer_ttp_static bbr 46.35 0.0
pensieve bbr 1685.67 0.0
linear_bba bbr 808.435 0.0
mpc bbr 35.26 0.0
robust_mpc bbr 37.498 0.0
puffer_ttp_static cubic 1031.452 0.0
pensieve bbr 235.095 0.0
robust_mpc cubic 67.292 0.0
puffer_ttp_static bbr 55.3 0.0
mpc bbr 7.936 0.0
linear_bba cubic 644.083 0.0
pensieve bbr 1721.919 0.0
robust_mpc bbr 39.473 0.0
mpc bbr 117.141 0.0
robust_mpc bbr 1031.308 0.0
mpc bbr 621.528 0.0
robust_mpc cubic 1105.348 0.0
puffer_ttp_static cubic 1005.109 447.938
puffer_ttp_static cubic 1579.165 0.0
puffer_ttp_static bbr 17.995 0.0
robust_mpc bbr 1550.558 0.0
puffer_ttp_static bbr 2105.923 0.0
mpc bbr 949.691 0.0
robust_mpc cubic 9.533 0.0
linear_bba cubic 21.401 0.0
robust_mpc bbr 9.879 0.0
robust_mpc cubic 34.427 0.0
robust_mpc bbr 4826.757 0.0
robust_mpc bbr 9.047 0.0
puffer_ttp_static bbr 7.374 0.0
mpc bbr 4816.851 0.0
mpc bbr 38.8 0.0
mpc cubic 1619.36 9.393
puffer_ttp_static bbr 204.501 0.0
linear_bba bbr 764.637 76.202
robust_mpc cubic 238.575 0.0
robust_mpc bbr 4771.064 0.0
linear_bba cubic 22.749 0.0
mpc cubic 33.691 25.451999999999998
linear_bba bbr 291.003 0.0
robust_mpc bbr 99.257 0.0
linear_bba bbr 593.241 0.0
robust_mpc cubic 18.936 0.0
puffer_ttp_static bbr 625.304 0.0
puffer_ttp_static cubic 66.884 0.0
robust_mpc bbr 1589.898 0.0
robust_mpc cubic 584.053 94.876
mpc cubic 300.426 3.2159999999999997
puffer_ttp_static bbr 18.5 0.0
puffer_ttp_static cubic 464.41 0.0
robust_mpc bbr 7.745 0.0
mpc cubic 6.93 0.0
puffer_ttp_static bbr 6.15 0.0
mpc cubic 22.27 0.0
puffer_ttp_static cubic 1446.371 0.0
pensieve bbr 487.352 0.0
robust_mpc bbr 735.848 0.0
puffer_ttp_static bbr 11.251 0.0
mpc bbr 710.708 0.0
robust_mpc bbr 1631.295 0.0
mpc cubic 261.633 0.0
puffer_ttp_static bbr 394.848 0.19999999999999996
pensieve cubic 2185.501 0.0
mpc cubic 36.657 0.0
puffer_ttp_static cubic 260.796 0.0
mpc bbr 560.335 0.0
pensieve bbr 647.862 0.0
robust_mpc bbr 50.58 0.0
pensieve cubic 87.949 0.0
robust_mpc cubic 62.852 0.0
pensieve cubic 26.053 0.0
mpc bbr 306.638 0.0
pensieve bbr 382.154 0.0
robust_mpc bbr 535.872 0.0
mpc bbr 144.644 0.0
pensieve cubic 50.015 0.0
mpc bbr 30.237 0.0
linear_bba cubic 973.4 0.0
puffer_ttp_static cubic 1430.894 0.0
linear_bba bbr 46.645 0.0
pensieve cubic 1965.319 0.0
mpc bbr 4403.797 0.0
pensieve cubic 1241.249 0.0
robust_mpc cubic 7.698 0.0
mpc cubic 5.602 0.0
mpc bbr 1284.131 0.0
mpc cubic 39.802 0.0
robust_mpc cubic 13.548 0.0
robust_mpc bbr 9.221 0.0
robust_mpc bbr 1642.857 0.0
puffer_ttp_static cubic 6.599 0.0
robust_mpc bbr 2560.776 0.0
mpc cubic 10.901 0.0
robust_mpc cubic 546.992 0.0
mpc cubic 4421.159 10.453000000000001
robust_mpc bbr 246.755 0.0
pensieve bbr 1178.782 0.0
mpc cubic 6.249 0.0
pensieve bbr 517.361 0.0
puffer_ttp_static bbr 338.37 10.350999999999999
puffer_ttp_static cubic 341.945 0.0
pensieve cubic 430.948 0.0
puffer_ttp_static cubic 323.097 0.0
puffer_ttp_static bbr 109.248 0.0
pensieve bbr 22.846 0.0
mpc bbr 78.234 0.0
pensieve bbr 734.763 0.0
linear_bba cubic 15.052 0.0
linear_bba bbr 4294.981 0.0
